nama,ulasan,label,sentiment,score
Muhammad Khusaini,Tempat wisata ini memberikan pengalaman yang mengesankan. Tiket gratis. Cuma bayar parkir. Yang perlu ditambahkan adalah tempat bang sampah dan tambahan papan info sejarah atau mengapa bisa ada api abadi.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9798901081085205}]",0.9798901081085205
jumanan kunci,"pengalaman di area api tk kunjung padam.bakar jagung ma family & yg paling ter kesan ya itu dapet Udeng madura.kenang""an sya.maturnuwun geh🙏🙏🙏 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9924556016921997}]",0.9924556016921997
shofan azizi,Tempat wisata alam. Api tanpa bahan bakar.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9954578876495361}]",0.9954578876495361
Su Ara,"Api tak kunjung padam,  di sekitar wisata ini tersedia banyak kios kios penjual sovenir dn ada pnjual jagung yg bs d bakar d atas api yang menyala,  teraedia tempat parkir untuk bis dan mobil,  ada mushola dn toilet d sekitar lokasi",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9475081562995911}]",0.9475081562995911
Joehan Hartanto,Recomendet  tapi kalo kesini lebih baik malam aja...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5087379217147827}]",0.5087379217147827
SAEROJI BAGUS,API NAN TAK KUNJUNG PADAM,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9864813089370728}]",0.9864813089370728
Taufiq Gunawan,"Air terjun dari langit
Dusun Panti Jember Jatim",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8810356259346008}]",0.8810356259346008
Tri Laksono,"Keren, waktu pertama kali kesini sangat penasaran sekali dengan tempat ini. Sesampainya disini langsung saja pesan jagung muda untuk dibakar bersama. Menurut aku sangat menabjubkan sekali",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997583031654358}]",0.9997583031654358
suseno “EYANG” enno,"Kandungan makna yg luar biasa , menunjukan semangat yg tak ada habisnya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997369647026062}]",0.9997369647026062
Happy Ross,"Daerahnya panas, kebersihan kurang...
Harga oleh2nya sangat terjangkau",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984149932861328}]",0.9984149932861328
Ikmal Rofahaya M.,Tempat ini bisa menjadi tempat kita untuk merenungi ciptaan Tuhan yang Maha Kuasa. Disekitarnya terdapat toko/warung yang berjualan berbagai macam dari mulai minuman hingga pakaian. Tips jika ingin membeli jagung untuk dibakar pilihlah jagung yang manis.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9326986074447632}]",0.9326986074447632
fnynralfst,Untuk akses jalan nya tolong di perbaiki 👌 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9923781156539917}]",0.9923781156539917
Sofyan Wmx,Arah k TKP kurang jelas jadi harus teliti betul ..tempat parkir tidak rata/bergelombang ..rata boleh,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9219334721565247}]",0.9219334721565247
ika putri,suasana sore menjelang petang❤jangan lupa berkunjung ke api tak kunjung padam😊 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.996863842010498}]",0.996863842010498
Herida Madaya,fasilitas perlu ditingkatkan. krn ini termasuk tempat wisata yg jadi tujuan wisatawan luar pamekasan.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8956946134567261}]",0.8956946134567261
Sirajul Munir,"Tempat Wisata yang bagus dan menyajikan tempat bakar-bakar jagung, ayam dll, langsung dengan Api Alami",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992319345474243}]",0.9992319345474243
Alief Nadiyarisqi,"Tempat ini bisa dikatakan cukup Kental dengan adat tradisional. Parkiran luas, dan lebih dari satu juga. Hanya sja saat siang hari akan terasa panas (Karena faktor cuaca/iklim dimadura juga). Untuk toko2 disekitar tempat wisata cukup bnyak dan bisa menawar harga",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9501797556877136}]",0.9501797556877136
tebar kebaikan,Parkir mobil 10 ribu,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7152557373046875}]",0.7152557373046875
rahmat elsaki,pengelolaan bagus dan tiket masuknya murah cmn bayar parkir saja,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9799859523773193}]",0.9799859523773193
EL Sarifah,Kobaran api lebih besar drpd yg ad d dlm pagar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970571994781494}]",0.9970571994781494
Olievia P Mulyana,"Lokasi wisata ini merupakan wisata api abadi. Apa alami yang muncul dari perut bumi dengan hanya mencongkel tanah di sekitar lokasi. Pada musim hujan pun, api nya tetap menyala dan tidak padam terkena air hujan. Wisata api abadi ini …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9815007448196411}]",0.9815007448196411
sherly yunita,"Pengen besok pagi mau kesini, setelah membaca ulasan pengunjung jadi gak kepengan. Masak bayarnya sampek 3kali.
Masuk gang 10.000, parkir 10.000, dan per orang masih bayar lagi 2 000. Cuma sigitu doang mahal banget..gakak rekomend kalo dari saya pribadi.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9694223999977112}]",0.9694223999977112
Dewi 'Aysi Karomatul Hasanah,"Tempatnya unik bisa bakar"", tapi kurang terawat & tertata
Harusnya ada management",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99565589427948}]",0.99565589427948
Ahmad Zaini,Bagus tapi kurang Ter urus TDK ada kemajuan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9774171113967896}]",0.9774171113967896
Pri Yanto,"Lumayan utk wisata lokal, cukup membuat senang",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996328353881836}]",0.9996328353881836
Saksono Dwi handarto,"Api yg tak kunjung padam.. Sumber api yg menyala sepanjang hari dan pernah dipakai untuk api Pekan Olah Raga Nasional. Namun sayang, tempatnya sedikit tidak terawat.. Banyak org berjualan dan tidak dipelihara dng baik.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991093277931213}]",0.9991093277931213
Sonny Hadinata,"Utk pemerintah setempat agar menertibkan pungli..masak kmren mw masuk ditarik 2000 per orang. Padahal saya bwa rombongan 1 bus 60 orang..dan 2000 per orang tu gk jelas buat apa..parkir saya sdh bayar..perlu ditertibkan lagi,agar orang ato rombongan yg mau ksana gak risih dg adanya pungli trsbut.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983686804771423}]",0.9983686804771423
susi aprilia,Bagus tempat nya dan ramah lingkungan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999808132648468}]",0.999808132648468
Triman Budiono (Triman Budiono),Kurang tertata dengan baik. Pengelolaan sebagai obyek wisata terkesan asal-asalan padahal obyek wisata ini sudah sangat terkenal. Sumber apinya juga semakin sedikit dan area d sekitarnya kotor. Mungkin perlu adanya wisata pendukung di …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996370077133179}]",0.9996370077133179
Juni Juni,Bner2 nyata,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997915625572205}]",0.9997915625572205
fatimah kamtari,"Apinya gak bisa mati, buat masak jagung juga mateng.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9865561723709106}]",0.9865561723709106
totok hariono,Lebih mengenal kebesaran Gusti Allah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994109869003296}]",0.9994109869003296
rokhim wahyudi,"Temen bilang kalo ke sini malam aja biar nyala apinya kelihatan bener juga sih, datang ke sini jam 8 malam. Dari jalan raya masuk kira2 200mter jalanan gelap, kirain nyasar😁, pas buka google map bener. Akhirnya nunggu ada motor/ mobil yang …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9943743944168091}]",0.9943743944168091
iqlima syifa,"Beli mangga gede banget buset mana manis, murah lagi, diitungnya perbuah 5000an, kalo wisata apinya sih yaaa api aja dipagerin trus gapernah mati apinya udah gitu doang hehe",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9698754549026489}]",0.9698754549026489
Agus Harianto,Sangat menakjubkan..benar2 kuasanya Allah swt...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998500347137451}]",0.9998500347137451
Sara Winar,Semoga wisata Lokal ini bisa mengglobal,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986031651496887}]",0.9986031651496887
Artadji Adji,"Saya sangat suka dan senang berkunjung ke api tak kunjung padanm. Saya sekeluarga sering refresing setelah beberapa minggu bekerja,  menghikangkan rasa jenuh ke sana dengan membawa ikan hasil menembak di dermaga branta dan beli jagung disana.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9926291704177856}]",0.9926291704177856
NUGROHO WAHYUNIAJI,"sebenarnga ini tempat wisata yg unik, sayangnya tidak adanya tempat untuk duduk untuk pengunjung di sekitarnya serta antara lokasi api alam dengan penjual sovenir terlalu dekat sehingga pengunjung seakan-akan datang melihat api alam beli …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957412481307983}]",0.9957412481307983
Rara Wedya,"Warganya ramah2, namun sangat disayangkan masalah kebersihannya kurang dan tempat untuk duduk ketika membakar jagung atau memasak lainnya belum banyak tersedia, sarana serta prasarana perlu dibenahi, dan dekorasi perlu ditambah agar lebih dapat menarik wisatawan domestik maupun internasional.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981569647789001}]",0.9981569647789001
A. I. R MUMTAZ,"Keunikan dari wisata api tak kunjung padam ini adalah semburan api yang berasal dari bawah permukaan tanah atau perut bumi. Hebatnya, meski diguyur air api di sini akan tetap menyala. …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968408346176147}]",0.9968408346176147
Abdul Hamid,"Tempat bagus, cuma klo siang hari nyala apinya gak terlalu terlihat. Klo malam hari yg bagus",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9800984859466553}]",0.9800984859466553
Muhammad Yusuf,"Tempat nya nyaman
Bila butuh perawatan GIGI silahkan chat via watsap kami di 081574500517",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9955850839614868}]",0.9955850839614868
Muhammad Rahmad Wahyudi,"unik juga, api yg menyala di tanah madura.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9887953996658325}]",0.9887953996658325
Pramuka IAIN Ponorogo,Kalau datang malam lebih bagus dan bisa menghangatkan badan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958947896957397}]",0.9958947896957397
Afif Strepsills,"Kata penduduk setempat, Api di sini tidak padam karena berasal dari panas bumi, banyak penjual oleh oleh mulai dari pisau, petis, hingga cobek dari semen dan tanah liat. Api abadi dipakai penduduk untuk merebus air, membakar jagung dan biasanya untuk memasak juga. Tempat ini kurang cocok untuk dikunjungi pada siang hari",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989234805107117}]",0.9989234805107117
Asca Asis,"Tempat ini menawarkan objek wisata api abadi, dimana api tersebut menurut para tetua di sana tidak pernah mati sejak kemunculannya dan meskipun hujan sekalipun. Disana juga kita bisa sambil bakar jagung, dan bisa jadi tempat yg cocok untuk …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9972496628761292}]",0.9972496628761292
Silas Lekkoan,Hanya belanja oleh-oleh saja tidak ada fasilitas hiburan dan wisata kulinernya..coba d'tambahkan tempat permainan anak-anak dan wisata kulinernya pasti jauh lebih menarik..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.990721583366394}]",0.990721583366394
Nona. Muda_96,Kurang menarik......  Dan belum ada inovasi pengembangan wisata,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996168613433838}]",0.9996168613433838
Vita Puspitasari,Tempat wisata yg memang benar-benar alami untuk dikunjungi wisatawan baik lokal maupun nasional. Juga api abadi yg memang menyala dan tak pernah padam. Juga masyarakat sekitar ramah-ramah dan murah senyum untuk menyambut setiap wisatawan yg …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994233846664429}]",0.9994233846664429
Irsan Maulana Vlog,"Kuasa allah, api tak kunjung padam, pamekasan",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9916782379150391}]",0.9916782379150391
Sefri,"Unik, api ini benar benar tak kunjung padam bahkan ketika hujan deras, tak perlu dinyalakan atau dipicu menggunakan korek api, cukup digali maka api akan muncul dengan sendirinya. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.979021430015564}]",0.979021430015564
Wicaksono Praptoadi,"Wisata yang lumayan menarik bagi keluarga, bisa untuk menambah pengetahuan mengenai Gas Alam yang mencapai permukaan bumi.
Akses dari jalan utama ke lokasi masih sempit jika berpapasan dengan bus.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9905856251716614}]",0.9905856251716614
sinyo ureh,"Kalau kesini pas malam hari aja, apinya tambah kelihatan jelas",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5789778828620911}]",0.5789778828620911
Khozinul Asror,Apinya benar-benar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9894967079162598}]",0.9894967079162598
Muhamad Tifal,Sangat bagus tempat wisatanya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998559951782227}]",0.9998559951782227
Zaenal Zaenal,"Wisata alam yang cukup unik, langka dan menarik. Fasilitas tempat wisata perlu jadi perhatian lebih untuk pemerintah. Cocok untuk refreshing keluarga, bakar2 jagung barbeque dst.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9301732182502747}]",0.9301732182502747
Rindang Lestari,"Tempat wisata bagus, cuma tukang parkirnya aja yg harus diwaspadai, cuma mentang""pakai anting sama pasang wajah galak aja, gak usah sok sok an, cuma tanya karcisnya mana udah pasang wajah sok banget, kasian tempat wisatanya kalau orang""nya kek tukang parkir ini, hati""untuk yg plat luar madura.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9464885592460632}]",0.9464885592460632
Nurul Hidayat,"Memang tempat wisatanya maih kurang terawat, tapi sangat disarankan mampir kesini bagi orang luar pamekasan atau terutama luar madura.
Api yg terus menerus keluardari tanah menurut aku pribadi masih menjadi hal unik yg tidak sembarang tempat bisa ditemui.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6162023544311523}]",0.6162023544311523
Muhammad Soedarsono,Api alamnya setiap hari digunakan oleh pedagang di sekitar lokasi wisata api abadi untuk menggoreng atau merebus makanan di pagi sampai sore hari. Wisatawan banyak berdatangan di malam hari karena nyala apinya akan tampak nyata sekali dibanding siang hari. Para wisatawan memanfaatkan api tersebut untuk membakar jagung,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9949764013290405}]",0.9949764013290405
yudistira yuda,"Objek wisata api tak kunjung padam adalah Salah satu objek wisata andalan di pulau madura, lokasinya mudah di jangkau.  Untuk kendaraan umum juga ada. Dari surabaya bisa naik bus, atau naik kendaraan pribadi juga bisa. Masyarakat atau penduduk nya juga ramah ramah, untuk makanan harga nya juga sangat terjangkau",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991458654403687}]",0.9991458654403687
Tuty ID,Wisata Api Abadi atau disebut api tak kunjung padam terletak di Kabupaten Pamekasan. Disarankan berkunjung saat malam hari karena nyala api akan terlihat lebih bagus dan jelas. Jangan lupa bawa ikan atau jagung ya biar bisa bakar2 ☺. Selain itu juga banyak stand penjual kuliner dan oleh2 khas madura di area wisata.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9792491793632507}]",0.9792491793632507
Navila Ning,Lumayan lah karena penasaran bagi pengunjung luar kota,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960364699363708}]",0.9960364699363708
sahari,Jalan saya sendiri,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9885973334312439}]",0.9885973334312439
Dinta Ramadhan,"2021 Sudah ada perbaikan.. parkir cukup 1 x 25.000 bus besar..

2018-2020 parkir 3x bayar..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9114327430725098}]",0.9114327430725098
Joko Avica,"Wow...keren... Api Tak Kunjung Padam Pamekasan terjadi karena adanya gas alam yang keluar dari dalam bumi melalui retakan atau sesaran kulit bumi, dan gas alam sampai di permukaan Bumi bereaksi dengan udara, maka terjadilah Api yang Tak Kunjung Padam.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9387938976287842}]",0.9387938976287842
syiroy uddin,"Api tak kunjung padam, destinasi wisata api yang terus menerus menyala. Di mana kita bisa sejenak menghangatkan diri di sekitar area atau juga bisa membakar jagung yang dijual oleh penduduk sekitar. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7370740175247192}]",0.7370740175247192
Muchammad Fadlil,Wisata api abadi ini sebenarnya kejadian alam yang menyemburkan gas bumi Dan ketika diberi api maka si api akan selalu hidup selama gas masih menyembur. …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9423454999923706}]",0.9423454999923706
Diana71,Makanan lorjuk dan petis ikannya uenakk,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999798595905304}]",0.999798595905304
Syauban Anas,Objek wisata di pamekasan berupa api abadi yang selalu keluar dari dalam tanah.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935479760169983}]",0.9935479760169983
Astri Yanti,Sumber api alam yg buat kagum sbg hamba allah...💖💖💖 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998741090297699}]",0.998741090297699
rizqi nl,"banyak anak"" kecil meminta"". banyak penjual. tempat luas",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.973659336566925}]",0.973659336566925
Izma Iswati,"Api  tak  kunjung  padam , ramai  orang bakar  jagung  dn rebus  jagung",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9068931937217712}]",0.9068931937217712
M. Rifqi Nuruddhin,"Tempatnya bagus sekali
Banyak oleh-oleh khas madura",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989423155784607}]",0.9989423155784607
Arif Rahman,"Api Tak Kunjung Padam 1 Pamekasan, lokasi destinasi wisata yang ada di Kab. Pamekasan. Daridulu apinya yang keluar tidak pernah padam. Di tempat ini jika kita ingin makan jagung bakar, kita dapat membeli jagung mentahnya pada masyarakat di …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9612851738929749}]",0.9612851738929749
Ila Muizza,"Apinya gak padam2, jdi kami tinggal mencongkel aja tanahnya pake kayu, nanti apinya langsung nyala. Lebih asyik klau malem ke sni, bakar2. Ada yg jual jagung. Klo mau bakar ikan bawa sendiri",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9959084987640381}]",0.9959084987640381
Binti Quryatul,Api emang tak pernah padam meskipun hujan. Buka 24 jam. Jam 10 malam pasar di sekitarnya masih buka. Jual oleh-oleh dan pakaian khas Madura dan Pamekasan.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9756355285644531}]",0.9756355285644531
Astrid Bilqis,Cuma gini-gini aja sih view nya.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999650239944458}]",0.999650239944458
Akhmad Zaimi,"Wisata yg kurang dikelola dg baik, berada di tengah perkampungan. Sbg alternatif bs wiskul nyobain rujak khas madura, beli oleh2 khas Madura",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9962074756622314}]",0.9962074756622314
Imror Elbadri,Lokasinya tidak jauh dari jalan raya Pamekasan Sumenep. Letaknya diluar kota Pamekasan. Begitu masuk areal akan dikenakan retribusi desa sebesar 10ribu. Untuk parkir biaya 5rb. Kondisi nya belum tertata baik. Masih perlu di benahi. Bagaimana cara pengunjung dapat menikmati dengan nyaman .,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9953680038452148}]",0.9953680038452148
Dwi Nugroho,Potensial utk dikembangkan tingkatkan kebersihan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979065656661987}]",0.9979065656661987
Mehmed Kamaliyadi,"Rumah kakek nenek saya di Pamekasan, saya terakhir kesini mungkin sekitar tahun 93/94, ini situs yang menarik dari dulu sampai sekarang, tetap jaga kebersihan dan kenyamanan",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994926452636719}]",0.9994926452636719
waseela_ 55,"Salah satu wisata yg ada di kabupaten Pamekasan yg bisa dikatakan unik karena ada api yg menyembur dari tanah dan konon katanya api ini tidak akan mati sampai kapanpun meskipun terguyur air hujan,karcis masuknya terbilang murah Rp2000dan bayar parkir 3000 untuk sepeda motor dan 5000 untuk mobil",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9846499562263489}]",0.9846499562263489
Samsul Anam,Tempat ini cukup menghibur n pendudukx ramah tamah. atas kuasa allah api BSA kluar dri tanah n g BSA padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997702240943909}]",0.9997702240943909
Subhan Ganteng,Pintu masuknya tidak di tutup kami kira buka normal. Alhasil lagi asyik2nya bakar2 jagung kami d bubarkan satpol pp.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.996483564376831}]",0.996483564376831
Kurniawan Prihatnala,Wisata alam yang 1 ini lain daripada biasanya. Karena wisata ini yang bisa kita nikmati yaitu api yang menyala nyala dan tidak pernah padam ke pamekasan wajib mampir ke sini ya guys. Bisa menikmati api alam sambil bakar jagung lho....,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993788003921509}]",0.9993788003921509
Dwindri Yusmiyadi,"Kisah singkat api tak kunjung padam

Api nan tak kunjung padam pada "" DHANGKA "" memiliki latar belakang kisah dari …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7858077883720398}]",0.7858077883720398
Diraf Back,Keren Apinya Tak bisa padam,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9409598112106323}]",0.9409598112106323
swastikha maulidya mulyana,Tempat wisata api abadi di pamekasan. Di sini bisa membakar jagung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9716864228248596}]",0.9716864228248596
Dwi Permitasari,Api abadi .. tidak pernah padam - smg bisa lebih baik - terjaga kebersihan - utk fasilitas toilet juga bisa lebih baik - air nya asin ya.. jadi kurang segar sewaktu berwudhu / membasuh muka - teriring do'a all the best,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9921820759773254}]",0.9921820759773254
Abu Yamin,"Indahnya tanah kelahiranku, Pamekasan tercinta",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995856881141663}]",0.9995856881141663
Hari yadi,"Pada Januari 2020 Dinas Pariwisata dan Budaya bersama Kepala Desa Larangan Tokol membebasakan tiket masuk, semoga tidak ada pungutan lainnya, bis bisa masuk",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8352513313293457}]",0.8352513313293457
dinna apriliyanti,"Kurang cocok kalau datang di siang hari.... Tempatnya panas😃 , bisa beli jagung bakar yang langsung dibakar di api abadi... Tapi agak kurang karena ga ada butternya(jagungnya jadi hambar).... …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992076754570007}]",0.9992076754570007
muhammad Ja'far Sodiq,Semoga tetap abadi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9435102343559265}]",0.9435102343559265
Just hdy,Tempat yang menakjubkan cuma bau tai kucing,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9875432252883911}]",0.9875432252883911
HAYDAR CELL,Bagus menyenangkan dan banyak pengunjung nya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998657703399658}]",0.9998657703399658
Amir Hamzah Taufani,Tempat yang cukup bagus. Mirip kayangan api di bojonegoro. Hanya perlu   perbaikan dan fasilitas wisata buat pengunjung selain melihar api tak kunjung padam maupun bakar jagung.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9827194213867188}]",0.9827194213867188
Kris Hariyanto,Luarbiasa penomena alam langka.dan tempatny lumawan ok banyak masyarakatny jualan dn ramah2..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998767375946045}]",0.9998767375946045
Ainul Yakin,"Banyak preman yg meminta uang retribusi ga jelas,
Kurang bertanggung jawab petugas parkir atas keamanan kendaraan yg di parkir,
Kumuh, dan tidak terawat...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991852641105652}]",0.9991852641105652
Andy Rachman,"Area yang panas disekitaran Api tak kunjung padam,banyak warga sekitar yang memanfaatkannya untuk sekedar masak air,masak nasi dan juga bakar jagung.
Cukup ramai sebagai lokasi wisata di Kabupaten Pamekasan-Madura",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9763699173927307}]",0.9763699173927307
Basri Hammin,Unik dan masyarakat disana baik dan sopan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998012185096741}]",0.9998012185096741
AGUS ALAMSYAH,"Tempat yang bagus, lebih bagus lagi kalo dibuatkan destinasi yang cantik dan menarik sehingga bisa bermanfaat buat orang banyak kelak",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998481273651123}]",0.9998481273651123
Nanik Ekawati,"Di sekitar masih kotor, belom ada kesadaran utk buang sampah pada tempatnya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980556964874268}]",0.9980556964874268
Ismoyo Edi,Bisa bakar jagung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9817187190055847}]",0.9817187190055847
rusdi zulkarnain,"Sekitar lima kilometer sebelum masuk Kota Pamekasan, kami mengunjungi Api Nan Kunjung Padam (api abadi) di Desa Larangan Tokol, Kecamatan Tlanakan Kabupaten Pamekasan. …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6260754466056824}]",0.6260754466056824
Afifuddin Warta,Alhamdulillah...jalan sudah mulus...parkir mobil masih tanah...namun luas dan bisa ditempati...banyak yg jualan souvenir dan makanan khas lokal.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998469889163971}]",0.998469889163971
Halimah Limah,Api alam juga di sebut api keabadian yg ada di pamekasan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9787970781326294}]",0.9787970781326294
Dwi Puspita Nurmalinda,"Salah satu wisata di kab pamekasan, api abadi yang muncul dari dalam tanah. Bisa bawa jagung dari rumah, kalo nggak mau repot tinggal beli aja ditempatnya karena banyak sekali penjual jagung. Selain itu ada macam kuliner, penjual batik, dan barang2 unik lainnya",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997841477394104}]",0.997841477394104
Uki Syauqi,"Tempat wisata bersejarah di daerah Pamekasan. Salah satu bentuk keajaiban, karena apinya tak pernah padam walaupun musim hujan. Banyak orang yang datang untuk bakar bakar.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991453886032104}]",0.9991453886032104
Soesty Wulandari,Baca dr netizen sepertinya tidak rekomended ya fasilitasnya dengan tiket2 sesuau keperuntukkannya,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998855471611023}]",0.998855471611023
pudi utomo,"Api menyala di beberapa titik, terkesan tidak terawat.
Bahkan gas sampai di luar pagar dan menyala sampai merusakpondasi pagar pembatas.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991328120231628}]",0.9991328120231628
prihatmadji montero,"Kalau berkunjung ke tempat ini mulai jam 6 sore, karena bisa melihat nyala apinya sekalian beli jagung di bakar sendiri di tempat ini",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9701960682868958}]",0.9701960682868958
Widayanti Rose,Seru banget. kalau kesini sore sampai malem aja lebih eksotik. bisa sambil bakar jagung. …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979962706565857}]",0.9979962706565857
Bambang Sugianto,Bagus indah . Romantis,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998767375946045}]",0.9998767375946045
